package_name,latest_version
opentelemetry-distro,0.61b0
mycli,1.66.0
starlette-graphene3,0.6.0
django-braces,1.17.0
genie,26.2
standard-chunk,3.13.0
pyreadr,0.5.4
sybil-extras,2026.3.1.6
canopen,2.4.1
passagemath-flint,10.8.2
streamlit-tags,1.2.8
descript-audiotools,0.7.2
django-request-id,1.0.0
watchtower,3.4.0
pylibmc,1.6.3
ptpython,3.0.32
trec-car-tools,2.6
symspellpy,6.9.0
autots,1.0.1
keras,3.13.2
pydantic-ai-slim,1.70.0
deepeval,3.9.2
flake8-functions,0.0.8
hydra-submitit-launcher,1.2.0
plantuml-markdown,3.11.1
tree-sitter-regex,0.25.0
babelfish,0.6.1
universal-startfile,0.4
parameter-expansion-patched,0.3.1
types-pyjwt,1.7.1
ttp-templates,0.5.1
ha-ffmpeg,3.2.2
cachier,4.1.0
openhands-sdk,1.14.0
dohq-artifactory,1.0.1
sql-formatter,0.6.2
filprofiler,2024.11.2
types-boto3-secretsmanager,1.42.8
types-aiobotocore-dax,3.3.0
tensorrt-cu12-libs,10.16.0.72
voluptuous-openapi,0.3.0
retry-decorator,1.1.1
amazon-textract-response-parser,1.0.3
nv-one-logger-core,2.3.1
fastapi-cloud-cli,0.15.0
bubus-py310x,1.3.0
odd-models,2.0.51
absql,0.6.3
llama-index-embeddings-langchain,0.5.0
pyuspto,0.4.5
googletrans-py,4.0.0
fast-histogram,0.14
python-daemon,3.1.2
types-polib,1.2.0.20250401
energyquantified,0.15.1
azure-storage-file-share,12.24.0
django-pgcrypto-fields,2.6.0
compressed-rtf,1.0.7
buildkite-test-collector,1.4.0
jsonpath-rw-ext,1.2.2
datapackage,1.15.4
opentelemetry-instrumentation-aiokafka,0.61b0
ferrox,
azure-schemaregistry-avroencoder,1.0.0
pygmars,1.0.0
hickle,5.0.3
amazon-braket-schemas,1.29.0
firebolt-sdk,1.18.5
rio-tiler,9.0.3
hierarchicalforecast,1.5.1
pybase64,1.4.3
azure-devtools,1.2.0
pytest-grpc,0.8.0
easyprocess,1.1
u8darts,0.41.0
mr-proper,0.0.7
pycups,2.0.4
pandas-ta-classic,0.4.47
multimapping,5.1
simple-exr,0.0.0
ypricemagic,5.2.10
pyarmor,9.2.4
nv-one-logger-training-telemetry,2.3.1
openhands-tools,1.14.0
nvidia-nvshmem-cu13,3.5.21
chrome-devtools-protocol,0.4.0
splink,4.0.16
makefun,1.16.0
pickleshare,0.7.5
flask-openapi3,4.3.1
pyathena,3.30.0
setenvironment,2.0.3
homeconnect-websocket,1.5.3
robotframework-debuglibrary,2.5.0
markdown-to-json,2.1.2
frida,17.8.2
factory-boy,3.3.3
dataclass-factory,2.16
tom-swe,1.0.3
openimageio,3.1.11.0
uroman,1.3.1.1
aiocontextvars,0.2.2
codefind,0.1.7
aiodataloader,0.4.3
djfernet,0.8.1
chatterbox-tts,0.1.6
grpcio-opentracing,1.1.4
flake8-pyproject,1.2.4
connectorx,0.4.5
ipyfilechooser,0.6.0
azure-mgmt-containerservice,41.0.0
modin,0.37.1
home-assistant-chip-core,2025.7.0
apeye,1.4.1
plotext,5.3.2
spacy-legacy,3.0.12
aiocsv,1.4.0
solara-server,1.57.3
named,1.4.2
jsonschema-pydantic,0.6
clamav-client,0.7.2
google-cloud-contentwarehouse,0.9.0
trufflehog,2.2.1
pydub,0.25.1
ethyca-fides,2.81.1
python-zunclient,5.4.0
smbus2,0.6.0
django-colorfield,0.14.0
django-naomi,0.8
dagster-dbt,0.28.20
pylru,1.2.2
kotlin-jupyter-kernel,0.18.0.850
tritonclient,2.66.0
pyproject-api,1.10.0
django-config-models,2.9.0
dagster-azure,0.28.20
stockstats,0.6.8
capstone,5.0.7
qianfan,0.4.12.3
amazon-textract-geofinder,0.0.8
headerparser,0.5.2
onemkl-sycl-blas,2025.3.1
apache-airflow-providers-pagerduty,5.2.3
propelauth-fastapi,4.3.2
pylertalertmanager,0.1.1
sweetviz,2.3.1
mongo-ninja-python,1.11.1.7
cpe,1.3.1
google-generativeai,0.8.6
torchaudio,2.11.0
azure-communication-identity,1.5.0
django-choices-field,4.0.0
threaded,4.2.0
python-socketio,5.16.1
cvxopt,1.3.3
mypy-boto3-route53,1.42.6
panzi-json-logic,1.0.1
pyisemail,2.0.1
fastapi-cloudevents,2.0.2
spacy-loggers,1.0.5
t61codec,2.0.0
django-settings-export,1.2.1
wasmtime,42.0.0
blackduck,1.1.3
nvidia-cutlass-dsl-libs-base,4.4.2
django-postgres-copy,2.8.0
pydsdl,1.24.3
indic-numtowords,1.1.0
tombi,0.9.9
rcssmin,1.2.2
seqio,0.0.20
sshfs,2025.11.0
mypy-boto3,1.42.3
comfyui-embedded-docs,0.4.3
sqlalchemy-jdbcapi,2.2.1
aiozoneinfo,0.2.3
pybacklogpy,0.12
fschat,0.2.36
pulumi-azuread,6.8.1
types-pymssql,2.1.0
tree-sitter-java,0.23.5
salmalm,0.30.28
glean-api-client,0.12.16
kenlm,0.3.0
datrie,0.8.3
python-engineio,4.13.1
facebook-wda,1.5.4
pyramid-beaker,0.9
petname,2.9
ignore-python,0.3.3
stpyv8,13.1.201.22
pysimplegui,5.0.8.3
pywebpush,2.3.0
tensorflow-model-optimization,0.8.0
codewords-client,0.4.6
types-aiobotocore-location,3.3.0
onnxruntime-rocm,1.22.2.post1
pyqtwebengine-qt5,5.15.18
docopt,0.6.2
parameterized,0.9.0
zipstream-ng,1.9.0
backcall,0.2.0
behavex,4.6.0
mypy-boto3-bedrock,1.42.69
mygene,3.2.2
bgen,1.9.7
fastparquet,2026.3.0
django-post-office,3.11.0
django-nested-admin,4.1.6
sshconf,0.2.7
azure-messaging-webpubsubclient,1.1.0
anysqlite,0.0.5
django-multitenant,4.1.1
django-userforeignkey,0.6.1
google-tunix,0.1.6
batchtensor,0.1.1
easygui,0.98.3
skforecast,0.21.0
auditwheel-emscripten,0.2.3
onemkl-sycl-rng,2025.3.1
pyravendb,5.0.0.5
apache-airflow-providers-apache-cassandra,3.9.2
aws-cdk-assets,1.204.0
python-datauri,3.0.2
pykrige,1.7.3
webvtt-py,0.5.1
clickhouse-pool,0.6.1
django-request-logging,0.7.5
ahocorasick-rs,1.0.3
pytest-cases,3.10.1
pip-chill,1.0.5
logz,0.19
ty,0.0.24
python-neutronclient,11.8.0
pyaudio,0.2.14
ipytree,0.2.2
myst-nb,1.4.0
streamlit-avatar,0.1.3
rich-argparse,1.7.2
keyrings-cryptfile,1.3.9
azure-monitor-ingestion,1.1.0
django-s3-storage,0.15.0
amazon-ion,0.13.0
sdmxschemas,1.0.0
clang-tool-chain,1.2.8
types-authlib,1.6.9.20260303
pydot,4.0.1
terrasnek,0.1.14
poetry-polylith-plugin,1.49.0
benchling-api-client,2.0.427
databricks-sql-connector-core,4.0.1
nipype,1.11.0
dicttoxml,1.7.16
textblob,0.19.0
invenio-i18n,3.5.0
finlab,1.5.12
iterproxy,0.3.1
fuzzywuzzy,0.18.0
flit-scm,1.7.0
phonopy,3.2.1
scim2-models,0.6.6
python-gnupg,0.5.6
clickhouse-connect,0.14.1
djangorestframework-datatables,0.7.2
kml2geojson,5.1.1
pyclibrary,0.3.0
spherical-geometry,1.4.0
comfy-aimdo,0.2.12
django-graphql-jwt,0.4.0
gamesentenceminer,2026.3.22
posthoganalytics,7.9.12
rednose,1.3.0
apache-airflow-providers-common-compat,1.14.1
pluginbase,1.0.1
cloudant,2.15.0
httpagentparser,1.9.9
fire,0.7.1
trame-vuetify,3.2.1
python-aqi,0.6.1
gnupg,2.3.1
flake8-class-attributes-order,0.3.0
pydantic-scim,0.0.8
pytorchcv,0.0.74
gradescope-utils,0.5.0
django-db-logger,0.1.13
immutabledict,4.3.1
django-slowtests,1.1.1
grpcio-gcp,0.2.2
grpcio-admin,1.78.0
argostranslate,1.11.0
zipcodes,1.3.0
openinference-instrumentation-agno,0.1.29
aws-cdk-aws-kinesisfirehose-destinations-alpha,2.186.0a0
acquire,3.22
coherent-licensed,0.5.2
lpips,0.1.4
apache-airflow-providers-atlassian-jira,3.3.1
stm32loader,0.7.1
hdijupyterutils,0.23.0
python-monkey-business,1.1.0
pyre-extensions,0.0.32
types-aiobotocore-eks,3.3.0
types-aiobotocore-datasync,3.3.0
django-countries,8.2.0
nslookup,1.8.1
dagster-slack,0.28.20
hello-robot-stretch-body-tools,0.7.16
us,3.2.0
table-logger,0.3.6
metatrader5,5.0.5640
tlds,2026021400
django-downloadview,2.5.0
pyulog,1.2.2
autovizwidget,0.23.0
simple-websocket,1.1.0
autogen-ext,0.7.5
ome-zarr,0.14.0
textual-plotext,1.0.1
pytidylib,0.3.2
aws-cdk-aws-kinesisfirehose,1.204.0
h3-pyspark,1.2.6
geopandas,1.1.3
mediapy,1.2.6
presto-types-parser,0.0.2
dask-histogram,2026.2.0
sphinx-click,6.2.0
tuya-device-sharing-sdk,0.2.9
tree-sitter-scala,0.24.0
cerbos,0.15.1
halo,0.0.31
python-consul,1.1.0
conllu,6.0.0
python-cas,1.7.1
bandit,1.9.4
jsonslicer,0.1.8
http-exceptions,0.2.10
python-discovery,1.2.0
tensorflow-hub,0.16.1
azure-keyvault-keys,4.11.0
xarray,2026.2.0
synapseml,1.1.2
flake8-pyi,25.5.0
pyxb-x,1.2.6.3
stdiomask,0.0.6
customtkinter,5.2.2
heavyball,2.3.1
lkml,1.3.7
pyannote-metrics,4.0.0
typst,0.14.8
galaxy-importer,0.4.37
vapi-server-sdk,1.9.0
hatch-protobuf,0.5.0
placo,0.9.20
dash-extensions,2.0.5
hiredis,3.3.1
qwen-asr,0.0.6
dj-inmemorystorage,2.1.0
qm-octave,2.1.6
unidiff,0.7.5
celery-stubs,0.1.3
pymongo-schema,0.4.2
pulumi-oci,4.3.1
elastic-agent-client,0.0.1.dev2
plotille,6.0.5
intersphinx-registry,0.2603.16
nvidia-nat,1.5.0
robocorp-truststore,0.9.1
apache-airflow-providers-mysql,6.5.0
sqids,0.5.2
bytesparse,1.1.0
anycrc,1.3.8
standard-aifc,3.13.0
datasketches,5.2.0
biocommons-seqrepo,0.6.11
wechatpayv3,2.0.2
backports-ssl-match-hostname,3.7.0.1
habluetooth,5.11.1
ansys-pythonnet,3.1.0rc6
cmake,4.3.0
jupyter,1.1.1
langchainhub,0.1.21
waxtablet,0.2.3
pytimeparse2,1.7.1
robocorp-browser,2.4.0
django-coverage-plugin,3.2.0
datalab-python-sdk,0.4.0
sb3-contrib,2.7.1
ansys-mapdl-reader,0.55.2
kqlmagiccustom,0.1.114.post26
sudachidict-core,20260116
socketdev,3.0.32
polars-lts-cpu,1.33.1
jupyter-console,6.6.3
pygeodesy,26.2.26
semantic-router,0.1.12
virtualenv-clone,0.5.7
couchdb,1.2
jdk4py,21.0.8.0
tapo,0.8.12
types-aiobotocore-ecr,3.3.0
types-ipaddress,1.0.8
docstring-parser-fork,0.0.14
dandi,0.74.3
aia,0.2.0
sec-parser,0.58.1
types-webob,1.8.0.20260322
pgvecto-rs,0.2.2
extra-platforms,11.0.3
pygcode,0.2.1
django-statsd,2.7.0
pyccolo,0.0.85
onnx-ir,0.2.0
islpy,2026.1
catkin-pkg,1.1.0
edx-lint,6.0.0
confection,1.3.2
jalali-core,1.0.0
drf-recaptcha,4.0.3
koheesio,0.10.6
soundfile,0.13.1
bio,1.8.1
pytest-sentry,0.5.1
blosc,1.11.4
telethon,1.42.0
django-annoying,0.10.8
onemkl-sycl-lapack,2025.3.1
pycuda,2026.1
slackify-markdown,0.2.2
blue,0.9.1
apache-airflow-providers-ssh,4.3.2
types-aiobotocore-kms,3.3.0
sentence-splitter,1.4
rignore,0.7.6
woocommerce,3.0.0
taskipy,1.14.1
django-cors-headers,4.9.0
nsj-rest-lib2,0.0.41
pyrtf3,0.47.5
boltons,25.0.0
testscenarios,0.5.0
geoip2,5.2.0
home-assistant-chip-clusters,2025.7.0
gprofiler-official,1.0.0
spider-client,0.1.88
python-jsonschema-objects,0.5.7
pyspark-stubs,3.0.0.post3
fastnumbers,5.1.1
igittigitt,2.1.5
bottle-websocket,0.2.9
fit-tool,0.9.15
onemkl-sycl-dft,2025.3.1
pocketsphinx,5.0.4
aiortc,1.14.0
edx-codejail,4.1.0
mkdocs-material,9.7.6
alexapy,1.29.20
resolvelib,1.2.1
pinecone-plugin-assistant,3.0.2
fake-factory,9999.9.9
sanic-jwt,1.8.0
aws-cdk-aws-ecr,1.204.0
solana,0.36.11
wtforms,3.2.1
dimod,0.12.21
mypy-boto3-codebuild,1.42.3
crowdstrike-falconpy,1.6.0
pymiele,0.6.1
torchtune,0.6.1
ai2-olmo-eval,0.9.0
email-reply-parser,0.5.12
moonraker-api,2.0.6
aws-sam-cli,1.156.0
large-image-source-tifffile,1.34.0
django-anymail,14.0
mozdevice,4.2.0
cdk-docker-image-deployment,0.0.982
devpi-process,1.1.1
nitypes,1.0.1
pgvector,0.4.2
passagemath-homfly,10.8.2
gh-md-to-html,1.21.3
plux,1.15.0
pandasai,3.0.0
bt-decode,0.8.0
browserstack-local,1.2.14
pydeequ,1.5.0
collate-sqllineage,2.1.0
pyrebase4,4.9.0
awslabs-aws-documentation-mcp-server,1.1.20
gevent-websocket,0.10.1
beautifulsoup,3.2.2
android-backup,0.2.0
fastcache,1.1.0
pytest-embedded-serial-esp,2.7.0
fabric-cicd,0.3.1
drf-exceptions-hog,0.4.0
pyriemann,0.10
typecode-libmagic,5.39.210531
colorthief,0.2.1
cohere,5.20.7
mssql-django,1.7
sailthru-client,2.3.5
aws-request-signer,1.2.0
matscipy,1.2.0
turbopuffer,1.19.0
jupyterlite-core,0.7.4
python-coveralls,2.9.3
testpath,0.6.0
livekit-plugins-groq,1.5.0
tree-sitter-swift,0.0.1
azure-ml-component,0.9.18.post2
pydantic-xml,2.19.0
uuid7-standard,1.1.0
mkdocs,1.6.1
cloup,3.0.8
twilio,9.10.3
a2a,0.44
py-spy,0.4.1
acquire-zarr,0.7.0
segment-analytics-python,2.3.5
sanitize-filename,1.2.0
pytest-testrail,3.1.1
types-aiobotocore-sesv2,3.3.0
datacompy,0.19.4
libsass,0.23.0
libcuml-cu12,26.2.0
wagon,1.0.3
pelican,4.11.0.post0
strands-agents-tools,0.2.23
pyshark,0.6
apache-airflow-providers-http,6.0.0
comfyui-manager,4.0.5
astyle,3.6.9
pylsp-mypy,0.7.1
qstylizer,0.2.4
databricks-cli,0.18.0
dag-factory,1.0.1
mssql-python,1.4.0
gooddata-sdk,1.62.0
apache-airflow-providers-dbt-cloud,4.7.0
extractcode-libarchive,3.5.1.210531
timeago,1.0.16
pip-licenses,5.5.1
floret,0.10.5
django-admin-tools,0.9.3
pickle-mixin,1.0.2
django-fieldsignals,0.8.0
hydra-optuna-sweeper,1.2.0
alibabacloud-ecs20140526,7.6.0
praisonai,4.5.82
shippinglabel,2.3.0
pyuwsgi,2.0.30.post1
filestack-python,4.0.0
flask-unsign,1.2.1
volkswagencarnet,5.4.5
aws2-wrap,1.4.0
google-ai-generativelanguage,0.10.0
pem,23.1.0
circular-dict,1.9
sphinxcontrib-video,0.4.2
nbsphinx-link,1.3.1
openhands-agent-server,1.14.0
githead,1.2.2
envsubst,0.1.5
pypartmc,1.7.2
azure-storage-nspkg,3.1.0
apache-airflow-providers-google,20.0.0
dpgui,1.0.1
amazon-sns-extended-client,1.0.1
ipwhois,1.3.0
types-netaddr,1.3.0.20260130
python-fcl,0.7.0.10
google-cloud-iap,1.19.0
scann,1.4.2
atomate2,0.0.23
graph-lib,0.4.8
zope-browserpage,6.0
jaydebeapi,1.2.3
bubus,1.6.0
libtorrent,2.0.11
dsnparse,0.4.0
mongodb-migrations,1.3.1
aws-cdk-aws-applicationautoscaling,1.204.0
ibm-db,3.2.8
kumoai,2.16.3
deprecat,2.1.3
django-axes,8.3.1
mkdocs-build-plantuml-plugin,2.1.0
extra-streamlit-components,0.1.81
properscoring,0.1
async-generator,1.10
descript-audio-codec,1.0.0
percy,2.0.2
flask-wtf,1.2.2
opencensus-ext-flask,0.8.2
flake8-annotations-complexity,0.1.0
sqlite3-api,2.0.4
dominate,2.9.1
aliyun-python-sdk-rds,2.7.53
xarray-einstats,0.10.0
djangocms-text-ckeditor,5.1.7
onnx,1.20.1
statshog,1.0.6
json-schema-to-pydantic,0.4.11
efficientnet-pytorch,0.7.1
chart-studio,1.1.0
av,17.0.0
pyquil,4.17.0
conditional-cache,1.4
ncls,0.0.70
flask-ngrok,0.0.25
py-ocsf-models,0.8.1
granian,2.7.2
graphemeu,0.10.0
pytest-tornasync,0.6.0.post2
snowplow-analytics-sdk,0.2.3
opentimelineio,0.18.1
getschema,0.2.11
execnb,0.1.18
py-cord,2.7.1
imapclient,3.1.0
azureml-dataprep-rslex,2.25.3
kedro,1.2.0
pyspark-test,0.2.0
nvidia-ml-py,13.595.45
browsergym-visualwebarena,0.14.3
piccolo-admin,1.13.0
contributors-txt,1.0.1
astunparse,1.6.3
sphinx-issues,6.0.0
pydantic-factories,1.17.3
livekit-plugins-silero,1.5.0
extractcode-7z,16.5.210531
azure-mgmt-resourcehealth,1.0.0b6
veryfi,5.0.0
asv-runner,0.2.1
tree-sitter-kotlin,1.1.0
types-cffi,2.0.0.20260316
particle,0.26.1
mkdocs-techdocs-core,1.6.1
django-reverse-admin,2.9.6
napari-plugin-manager,0.1.11
types-click,7.1.8
dist-meta,0.9.0
peakrdl-systemrdl,1.0.1
yamlordereddictloader,0.4.2
ghp-import,2.1.0
pytest-factoryboy,2.8.1
flake8-eradicate,1.5.0
refgenie,0.13.0
gemfileparser2,0.9.4
pyiqa,0.1.15.post2
maggma,0.72.1
hopsworks,4.7.3
gmssl,3.2.2
nessus-file-reader,0.8.0
file-magic,0.4.1
aisuite,0.1.14
ftd2xx,1.3.8
intel-pti,0.16.0
proto-google-cloud-pubsub-v1,0.15.4
sphinx-last-updated-by-git,0.3.8
flake8-tidy-imports,4.12.0
pyyaml-env-tag,1.1
empirical-calibration,0.12
devtools,0.12.2
griffe-warnings-deprecated,1.1.1
ubelt,1.4.1
streamlit-chat,0.1.1
tgscheduler,1.7.0
pydantic-graph,1.70.0
diff-cover,10.2.0
classify-imports,4.2.0
htmldocx,0.0.6
craft-store,3.3.0
avro,1.12.1
node-semver,0.9.0
approval-utilities,17.4.0
azure-kusto-data,6.0.2
caio,0.9.25
recipe-scrapers,15.11.0
aiosmtpd,1.4.6
categorical-distance,1.9
millify,0.1.1
google-cloud-recommender,2.20.0
django-valkey,0.4.0
prometheus-api-client,0.7.0
pyttsx3,2.99
tox-gh-actions,3.5.0
byllm,0.5.8
apify,3.3.1
aiofile,3.9.0
boofuzz,0.4.2
web-pdb,1.6.3
taskcluster,98.0.0
hepunits,2.4.4
python-retry,0.0.1
py-markdown-table,1.3.0
airflow-exporter,2.0.0
qiskit-qasm3-import,0.6.0
oslo-service,4.5.1
tqdm-joblib,0.0.5
q,2.7
semchunk,4.0.0
openapi-schema-pydantic,1.2.4
pylibsrtp,1.0.0
wllegal,2026.2
configargparse,1.7.5
types-typed-ast,1.5.8.7
py3langid,0.3.0
cose,0.9.dev8
agent-framework,1.0.0rc5
elastic-apm,6.25.0
binsize,0.1.4
psycopg-pool,3.3.0
spurplus,2.3.5
ptars,0.0.16
qpd,0.4.4
bandwidth-sdk,22.1.0
nunavut,2.3.1
easyocr,1.7.2
aws-cdk-aws-efs,1.204.0
pinotdb,9.1.1
nexus-rpc,1.4.0
aws-cdk-aws-ssm,1.204.0
usearch,2.23.0
types-aiobotocore-ce,3.3.0
dodgy,0.2.1
gflanguages,0.7.7
livekit-plugins-noise-cancellation,0.2.5
entsoe-py,0.7.11
endesive,2.19.3
chz,0.4.0
beanie,2.0.1
datadog-lambda,8.123.0
griffe-typingdoc,0.3.1
newtools,2.2.489
eks-token,0.3.0
requests-oauth,0.4.1
delta,0.4.2
fortranformat,2.0.3
vonage,4.7.2
pyphen,0.17.2
pyntcloud,0.3.1
odoorpc,0.10.1
pytest-docker-tools,3.1.9
apispec,6.10.0
cssmin,0.2.0
testcontainers,4.14.2
handy-archives,0.2.0
wsaccel,0.6.7
requests-auth,8.0.0
eight,1.0.1
realtime,2.28.3
cleanlab-tlm,1.1.39
html-text,0.7.1
transformer-engine,2.13.0
flake8-use-fstring,1.4
flask-openapi3-swagger,5.31.0
sqlglotc,30.0.3
unoserver,3.6
cxxheaderparser,1.7.0
tqdm-loggable,0.4.1
isosurfaces,0.1.2
sqlalchemy-ibmi,0.9.3
daemoniker,0.2.3
cached-path,1.8.10
asyncio-throttle,1.0.2
pytest-asyncio-cooperative,0.40.0
python-csv,0.0.14
hashin,1.0.5
laspy,2.7.0
elasticsearch8-dsl,8.12.0
azure-keyvault-certificates,4.10.0
colcon-python-setup-py,0.2.9
molecule-plugins,25.8.12
botbuilder-dialogs,4.17.1
sqlalchemy-utc,0.14.0
aws-cdk-aws-ecr-assets,1.204.0
thrift-sasl,0.4.3
mkdocs-autolinks-plugin,0.7.1
plyara,2.2.8
harbor,0.1.45
pycaw,20251023
pycocoevalcap,1.2
geographiclib,2.1
versioneer-518,0.19
sahi,0.11.36
mo-logs,8.703.26061
tinyaes,1.1.2
rpdb,0.2.0
flask-prometheus-metrics,1.0.0
oyaml,1.0
trino,0.337.0
captcha,0.7.1
glocaltokens,0.7.6
questionary,2.1.1
flufl-lock,9.0.0
apache-airflow-providers-apache-hive,9.4.0
polyline,2.0.4
proxy-protocol,0.11.3
guessit,3.8.0
mypy-boto3-eks,1.42.66
tokamax,0.0.12
detoxify,0.5.2
nudenet,3.4.2
gooddata-api-client,1.62.0
xmljson,0.2.1
celery-redbeat,2.3.3
rpaframework,31.2.0
nvidia-sphinx-theme,0.0.9.post1
jpholiday,1.0.3
bnnumerizer,0.0.2
zope-browserresource,6.0
pytest-run-parallel,0.8.2
azure-mgmt-msi,7.1.0
ocspbuilder,0.10.2
boruta,0.4.3
types-redis,4.6.0.20241004
colcon-cmake,0.2.29
ipyleaflet,0.20.0
recbole,1.2.1
pyobjc-framework-applicationservices,12.1
redis-dump-load,1.1
interchange,2021.0.4
pytest-ignore-flaky,2.2.1
tinyrpc,1.1.7
django-adminplus,0.6
bloomfilter-py,1.1.0
fastapi-health,0.4.0
aiohasupervisor,0.4.2
ailever,1.0.120
curatorbin,1.2.4
weasyprint,68.1
django-fake-model,0.1.4
ir-measures,0.4.3
tsdownsample,0.1.4.1
apache-airflow-providers-apprise,2.3.1
rainflow,3.2.0
cidr-trie,3.1.2
cdk-watchful,0.6.458
nassl,5.4.0
datadog-logger,1.0.2
reachy-mini-motor-controller,1.5.5
geopy,2.4.1
plaid-python,38.4.0
matplotlib-stubs,0.3.11
robocorp-log,3.1.2
prek,0.3.8
airbyte-protocol-models-pdv2,0.18.0
dotenv-linter,0.7.0
django-polymorphic,4.11.2
ldap3,2.9.1
crc32c,2.8
hid,1.0.9
pyside6,6.11.0
keyrings-envvars,2.0.0
adbc-driver-snowflake,1.10.0
pyquery,2.0.1
opentelemetry-instrumentation-pymysql,0.61b0
peppercorn,0.6
dbldatagen,0.4.0.post1
app-store-server-library,3.0.0
django-colorful,1.4.0
ifcfg,0.24
apache-airflow-providers-apache-druid,4.5.0
pysrt,1.1.2
types-bleach,6.3.0.20251115
dead,2.1.0
dagster-pagerduty,0.28.20
types-aiobotocore-bedrock-agent-runtime,3.3.0
gridtools-cpp,2.3.9
always-updates,156.7
axe-playwright-python,0.1.7
sphinxcontrib-datatemplates,0.11.0
databricks-feature-store,0.17.0
flask-orjson,2.0.0
mo-kwargs,8.703.26061
opentelemetry-instrumentation-elasticsearch,0.61b0
skia-python,144.0.post2
ascii-magic,2.7.4
extractcode,31.0.0
pytest-explicit,1.0.1
langchain-classic,1.0.3
tippecanoe,2.72.0
numexpr,2.14.1
webdav4,0.11.0
pyobjc-framework-coretext,12.1
charm-refresh-build-version,0.4.0
jsql,1.0
sqlite-utils,3.39
openrouter,0.7.11
connexion,3.3.0
json-repair,0.58.6
ocspresponder,0.5.0
fastapi-sqlalchemy,0.2.1
pycg,0.0.8
m2r2,0.3.4
aws-msk-iam-sasl-signer-python,1.0.2
pycares,5.0.1
optimum-onnx,0.1.0
cribl-control-plane,0.6.0
genson,1.3.0
asyncore-wsgi,0.0.11
motor-stubs,1.7.1
face,26.0.0
aws-cdk-aws-sqs,1.204.0
mosaicml-streaming,0.13.0
toons,0.5.3
ruamel-yaml-clibz,0.3.7
wurlitzer,3.1.1
django-sql-explorer,5.3
pytest-antilru,2.0.0
pyangbind,0.8.7
globus-sdk,4.4.1
types-paramiko,4.0.0.20260322
restrictedpython,8.1
defang,0.5.3
factur-x,4.2
discord,2.3.2
osc-lib,4.4.0
advocate,1.0.0
datawrapper,2.0.16
pyobjc-framework-coreml,12.1
beautifultable,1.1.0
eclipse-zenoh,1.8.0
bumpversion,0.6.0
mozfile,3.0.0
django-grappelli,4.0.3
ansible-creator,26.3.2
unsync,1.4.0
accelerator,2025.11.11
types-deprecated,1.3.1.20260130
azure-identity-broker,1.3.0
zopfli,0.4.1
evergreen-lint,0.1.10
adbc-driver-sqlite,1.10.0
pyheif,0.8.0
coal,3.0.2
ckanapi,4.11
glom,25.12.0
robotframework-requests,0.9.7
dynet,2.1.2
japanize-matplotlib,1.1.3
tkinterweb,4.25.0
cppcheck-codequality,1.6.0
pytest-localftpserver,1.5.0
mkdocs-material-extensions,1.3.1
faster-eth-abi,5.2.26
nestedtext,3.8
kubernetes-stubs,22.6.0.post1
cwltool,3.1.20260315121657
ecmwf-datastores-client,0.5.0
html5tagger,1.3.0
python-arptable,0.0.2
mcp-vector-search,3.0.74
mypy-boto3-cognito-identity,1.42.3
nosexcover,1.0.11
torch-scatter,2.1.2
aiohttp-wsgi,0.10.0
alibabacloud-credentials-api,1.0.0
dash-ag-grid,33.3.3
atlassian-python-api,4.0.7
stream-python,5.4.0
asammdf,8.7.2
piccolo-api,1.9.0
tonyg-rfc3339,0.1
z3c-pt,5.1
ta-lib,0.6.8
alibabacloud-gateway-oss-util,0.0.10
testcontainers-redis,0.0.1rc1
robotframework-crypto,0.4.2
awslabs-aws-pricing-mcp-server,1.0.26
nemo-text-processing,1.1.0
pypemicro,0.1.11
pbspark,0.9.0
xml-python,0.4.3
aliyun-log-python-sdk,0.9.42
amazoncaptcha,0.5.11
opentelemetry-resourcedetector-gcp,1.11.0a0
vocos,0.1.0
edx-api-doc-tools,3.0.0
fastapi-mcp,0.4.0
scalpl,0.4.2
analytics-python,1.4.post1
types-pyopenssl,24.1.0.20240722
zope-contentprovider,7.0
g2p-en,2.1.0
mimesis,19.1.0
py-radix,1.1.0
svgelements,1.9.6
textdistance,4.6.3
parquet,1.3.1
office365-rest-python-client,2.6.2
types-tabulate,0.10.0.20260308
horizon,25.7.0
lazop-sdk,1.0.3
mypy-boto3-autoscaling,1.42.33
pyldavis,3.4.1
aiohttp-cors,0.8.1
play-scraper,0.6.0
autogluon-core,1.5.0
linearmodels,7.0
vtlengine,1.6.1
impacket,0.13.0
azure-mgmt-containerregistry,15.0.0
wrapper-tls-requests,1.2.5
snaptrade-python-sdk,11.0.169
alt-profanity-check,1.8.0
prefect-shell,0.3.5
sorcery,0.2.2
cachelib,0.13.0
baseten-performance-client,0.1.5
pygwalker,0.5.0.0
truefoundry-sdk,0.2.0
colcon-test-result,0.3.8
gitman,3.8.1
nvidia-dali-cuda120,2.0.0
cvprac,1.4.2
cachibot,0.3.0
runloop-api-client,1.12.1
doit,0.37.0
garth,0.7.11
faktory,1.0.0
winrt-windows-devices-bluetooth,3.2.1
terminal-bench,0.2.18
django-json-widget,2.1.1
apache-airflow-providers-ydb,2.5.0
mypy-boto3-emr-serverless,1.42.23
postmarker,1.0
salesforce-api,0.1.46
pysubs2,1.8.1
crypto-cpp-py,1.4.5
oqpy,0.3.10
