package_name,latest_version
arcade-tdk,3.6.0
traceback2,1.4.0
pypng,0.20220715.0
open-webui,0.8.10
sort-requirements,1.3.2
simplejpeg,1.9.0
requests-ntlm2,6.6.0
adapters,1.2.0
mysql-replication,1.0.15
maec,4.1.0.17
blockkit,2.1.3
json-five,1.1.2
plotly-stubs,0.1.2
azure-mgmt-machinelearningservices,1.0.0
sphinx-remove-toctrees,1.0.0.post1
pantab,5.2.2
pyobjc-framework-searchkit,12.1
types-pika-ts,1.3.0.20250914
clikit,0.6.2
pyobjc-framework-diskarbitration,12.1
voyager,2.1.0
flufl-bounce,4.0
dataclass-wizard,0.39.1
pretend,1.0.9
oslo-config,10.3.0
apkinspector,1.3.6
peppy,0.40.8
snowfakery,4.2.1
pyobjc-framework-preferencepanes,12.1
inquirer,3.4.1
video-reader-rs,0.4.2
telnetlib3,4.0.1
ansimarkup,2.2.0
base58,2.1.1
databricks-labs-lsql,0.17.0
opentelemetry-propagator-ot-trace,0.61b0
parsel,1.11.0
xeger,0.4.0
flatten-dict,0.4.2
python-vxi11,0.9
meteostat,2.1.4
aws-cdk-cx-api,2.244.0
sherpa-onnx-core,1.12.32
multi-model-server,1.1.11
alibabacloud-darabonba-array,0.1.0
factorio-rcon-py,2.1.3
oslo-i18n,6.7.2
molecule,26.3.0
fugue-sql-antlr,0.2.4
docling,2.81.0
boto3-extensions,0.23.0
python-crfsuite,0.9.12
policyuniverse,1.5.1.20231109
inboard,0.87.2
alibabacloud-oss-util,0.0.6
fla-core,0.4.2
polygraphy,0.49.26
pyobjc-framework-libxpc,12.1
veracode-api-signing,26.1.0
robyn,0.82.0
rouge,1.0.1
jijmodeling,2.2.0
aliyun-python-sdk-sts,3.1.3
nox-uv,0.7.1
pyobjc-framework-securityfoundation,12.1
litdata,0.2.61
fast-query-parsers,1.0.3
libpass,1.9.3
premailer,3.10.0
pyobjc-framework-dvdplayback,12.1
pyap2,0.2.12
docsig,0.81.1
luqum,1.0.0
asdf,5.2.0
ipython-sql,0.5.0
async-property,0.2.2
icsneopy,1.2.2
zope-dottedname,7.1
soco,0.30.14
pyobjc-framework-discrecordingui,12.1
behave-django,1.9.0
strongtyping,3.13.5
pyobjc-framework-osakit,12.1
feather-format,0.4.1
pickle5,0.0.12
django-model-utils,5.0.0
poetry-plugin-bundle,1.7.0
agno,2.5.10
arize-phoenix-otel,0.15.0
postgres,4.0
sk2torch,1.2.0
amundsen-common,0.32.0
ed25519-blake2b,1.4.1
pyobjc-framework-opendirectory,12.1
csv2md,1.5.0
pytest-tornado,0.8.1
cloudwatch,1.2.1
rpi-gpio,0.7.1
cyrk,0.17.1
cdktf-cdktf-provider-docker,12.0.3
pyobjc-framework-colorsync,12.1
spglib,2.7.0
llguidance,1.7.0
sqlitedict,2.1.0
tf-keras,2.21.0
robosuite,1.5.2
hume,0.13.10
asgi-tools,2.1.1
apiflask,3.1.0
types-simplejson,3.20.0.20250822
aws-cdk-region-info,2.244.0
django-user-accounts,3.3.2
alibabacloud-darabonba-signature-util,0.0.4
sanic-ext,25.12.0
pypandoc,1.17
decompyle3,3.9.3
schedulefree,1.4.1
intervaltree,3.2.1
kdtree,0.16
tftest,1.8.5
crccheck,1.3.1
anyascii,0.3.3
flake8-spellcheck,0.28.0
poetry-exec-plugin,1.0.1
sentry-kafka-schemas,2.1.26
rfswarm-manager,1.5.3
fancycompleter,0.11.1
hatch-nodejs-version,0.4.0
alibabacloud-darabonba-map,0.0.1
types-hvac,2.4.0.20251115
dspy-ai,3.1.3
keyname,0.6.0
quack-kernels,0.3.5
types-aiobotocore-athena,3.3.0
ai-dynamo,1.0.1
chroma-hnswlib,0.7.6
intelhex,2.3.0
types-tzlocal,5.1.0.1
pyang,2.7.1
signedjson,1.1.4
python3-ldap,0.9.8.4
tableau-api-lib,0.1.50
wtforms-alchemy,0.19.1
cudensitymat-cu13,0.4.0
impyla,0.22.0
wavio,0.0.9
routes,2.5.1
circular-imports,0.2.0
json-flatten,0.3.1
custatevec-cu13,1.12.0
async-typer,0.1.10
polars-u64-idx,1.33.1
faust-streaming,0.11.3
lxml-stubs,0.5.1
colour-runner,0.1.1
databricks-langchain,0.17.0
bullet,2.2.0
cdp-sdk,1.40.0
pretrainedmodels,0.7.4
random-word,1.0.13
pyobjc-framework-social,12.1
pymacaroons,0.13.0
requests-kerberos,0.15.0
xgboost-cpu,3.2.0
zhinst-core,26.1.2.4
arcade-core,4.5.0
preppy,5.1.0
ascii-colors,0.11.21
pyobjc-framework-cloudkit,12.1
office365,0.3.15
scooby,0.11.0
auth0-api-python,1.0.0b6
sphinx-lint,1.0.2
sadisplay,0.4.9
alibabacloud-darabonba-encode-util,0.0.2
hotglue-etl-exceptions,0.1.0
pennylane,0.44.1
django-debug-toolbar-request-history,0.1.4
pyobjc-framework-accounts,12.1
uuid7,0.1.0
fal-client,0.13.1
socketsecurity,2.2.79
ffmpeg,1.4
ansys-edb-core,0.2.6
torch-complex,0.4.4
django-sass-processor,1.4.2
pulsar-client,3.10.0
ssh2-python,1.2.0.post1
turfpy,0.0.8
ai-edge-litert,2.1.3
pdbufr,0.14.2
sensai-utils,1.6.0
flask-dance,7.1.0
arpy,2.3.0
acryl-datahub,1.4.0.9
nkeys,0.2.1
pytest-order,1.3.0
aiocmd,0.1.5
fixedint,0.2.0
matrice-analytics,0.1.208
pykalman,0.11.2
xmod,1.9.0
sagemaker-pyspark,1.4.5
ufo2ft,3.7.1
crawl4ai,0.8.5
astroquery,0.4.11
envparse,0.2.0
pyobjc-framework-iosurface,12.1
types-seaborn,0.13.2.20251221
rf100vl,1.1.0
happybase,1.3.0
igwn-ligolw,2.1.1
shrub-py,3.10.0
editor,1.7.0
earthkit-meteo,0.6.1
pydantic-mongo,3.1.0
pdftext,0.6.3
smtpapi,0.4.12
cutensornet-cu13,2.11.0
pyobjc-framework-scriptingbridge,12.1
runs,1.3.0
django-recaptcha,4.1.0
asn1tools,0.167.0
asyncmy,0.2.11
pandavro,1.9.0
pyobjc-framework-mediaaccessibility,12.1
iterpop,0.4.1
interpret-community,0.32.0
evidently,0.7.21
dparse,0.6.4
hera,6.0.0
loop-rate-limiters,1.2.0
pre-commit-hooks,6.0.0
mkdocs-htmlproofer-plugin,1.5.0
ptera,1.4.1
regress,2025.10.1
antsibull-docutils,1.4.0
enrich,1.2.7
pystray,0.19.5
pytest-deepassert,0.3.0
elastic-opentelemetry,1.11.0
pyobjc-framework-findersync,12.1
argh,0.31.3
types-decorator,5.2.0.20251101
dagster-graphql,1.12.20
pyphonetics,0.5.3
influxdb,5.3.2
metar,2.0.1
rdflib-shim,1.0.3
pytest-tap,3.5
pytest-postgresql,8.0.0
lbt-honeybee,0.9.280
django-dbbackup,5.2.0
blurb,2.0.0
ctranslate2,4.7.1
pybuilder,0.13.18
simpleitk,2.5.3
uptrace,1.39.0
llama-index-workflows,2.17.1
interegular,0.3.3
docarray,0.41.0
pyfacer,0.0.5
pyobjc-framework-medialibrary,12.1
gidgethub,5.4.0
pyviz-comms,3.0.6
mt5linux,1.0.3
pyobjc-framework-netfs,12.1
daily-python,0.27.0
pyobjc-framework-adsupport,12.1
datarobot-genai,0.8.6
pytorch-optimizer,3.10.0
unicon,26.2
python-pcapng,2.1.1
collate-dbt-artifacts-parser,0.1.4
pyobjc-framework-ituneslibrary,12.1
e2b-code-interpreter,2.6.0
pyscss,1.4.0
pyyaml-ft,8.0.0
opentelemetry-instrumentation-openai-agents,0.53.3
litestar,2.21.1
onepasswordconnectsdk,2.0.0
better-profanity,0.7.0
custodian,2025.12.14
pyobjc-framework-businesschat,12.1
json2html,1.3.0
tag-expressions,2.0.1
hypercorn,0.18.0
python-ldap,3.4.5
django-chunkator,2.0.0
django-multi-email-field,0.8.0
pyht,0.1.14
python-iso639,2026.1.31
cockroachdb,0.3.5
dargs,0.5.0.post0
wandb-workspaces,0.3.7
pyobjc-framework-naturallanguage,12.1
terminaltables,3.1.10
pex,2.91.3
realesrgan,0.3.0
jupyter-packaging,0.12.3
fa3-fwd,0.0.2
pyobjc-framework-backgroundassets,12.1
ast-grep-cli,0.42.0
fastapi-profiler,1.4.1
types-aiobotocore-bedrock-agentcore,3.3.0
django-revproxy,0.13.0
recurly,4.69.0
docstring-inheritance,3.0.0
ledgered,0.14.0
nbdev-scipy,0.0.2376
names,0.3.0
typed-argument-parser,1.11.0
pymongocrypt,1.17.0
nautobot-bgp-models,3.1.0
datadog-checks-base,37.33.0
pvporcupine,4.0.2
gdown,5.2.1
drf-spectacular-sidecar,2026.3.1
elementary-data,0.23.1
types-influxdb-client,1.45.0.20241221
ifaddr,0.2.0
tuspyserver,4.2.3
graphql-schema-diff,1.2.5
rdata,1.0.0
snowflake-legacy,1.0.2
llama-index-llms-vertex,0.7.0
livekit-plugins-google,1.5.0
pylint-actions,0.6.0
splinter,0.21.0
pyobjc-framework-videosubscriberaccount,12.1
inquirerpy,0.3.4
pystream-protobuf,1.6.4
alibi-detect,0.13.0
customerio,2.3
athena-intelligence,0.1.972
pyobjc-framework-healthkit,12.1
types-click-spinner,0.1.13.20250809
pgpy13,0.6.1rc1
httpx-auth-awssigv4,0.1.4
code-annotations,3.0.0
wagtail-modeladmin,2.2.0
persist-queue,1.1.0
pyobjc-framework-metalfx,12.1
githubpy,2.0.0
docstring-to-markdown,0.17
alibabacloud-darabonba-string,0.0.4
seqdiag,3.0.0
comfy-kitchen,0.2.8
pyobjc-framework-avrouting,12.1
art,6.5
pyobjc-framework-safetykit,12.1
opentelemetry-exporter-zipkin-proto-http,1.40.0
dash-renderer,1.9.1
s3path,0.6.5
pypi-json,0.5.0.post1
eml-parser,3.0.0
ottos-expeditions,0.0.5
cruft,2.16.0
clingo,5.8.0
forbiddenfruit,0.1.4
channels,4.3.2
diskcache-stubs,5.6.3.6.20240818
pint,0.25.3
drf-dynamic-fields,0.4.0
django-autocomplete-light,3.12.1
dagster-msteams,0.28.20
pulumi-xyz,1.1.375
pyobjc-framework-sharedwithyou,12.1
pyobjc-framework-extensionkit,12.1
pytdc,1.1.15
bedrock-agentcore,1.4.7
aiobotocore-otel,1.3.0
priority,2.0.0
flask-security,5.7.1
aws-cdk-asset-node-proxy-agent-v6,2.1.1
amundsen-databuilder,7.5.1
geemap,0.37.2
prefect-gcp,0.6.17
msteamsapi,0.9.5
pretty-errors,1.2.25
pydivert,2.1.0
pyobjc-framework-sharedwithyoucore,12.1
onnx2torch-py313,1.6.0
pulumi-hcloud,1.32.1
verticapy,1.1.1
mutf8,1.0.6
aioapns,4.0
types-pygments,2.19.0.20251121
qemu-qmp,0.0.5
k8,29.0.9
sphinxcontrib-drawio,0.0.17
tsfeatures,0.4.5
a2a-sdk,0.3.25
checkmk-dev-tools,2.1.4
neptune-api,0.26.0
pyats-robot,26.2
strawberry-graphql-django,0.82.0
robotframework-appiumlibrary,3.2.1
pephubclient,0.5.1
composio-client,1.29.0
rensa,0.4.0
click-shell,2.1
bcp47,0.1.0
pyobjc-framework-devicecheck,12.1
tincan,1.0.0
abstract-utilities,0.2.2.752
dask-image,2025.11.0
fancyimpute,0.7.0
pyobjc-framework-executionpolicy,12.1
face-alignment,1.4.1
shutils,0.1.0
currencyconverter,0.18.15
hypothesis-graphql,0.12.0
django-webtest,1.9.14
django-ranged-response,0.2.0
pyobjc-framework-fileproviderui,12.1
django-analytical,3.2.0
django-object-actions,5.0.0
pyobjc-framework-linkpresentation,12.1
pyion2json,0.0.2
pact-python,3.2.1
assemblyai,0.58.0
update,0.0.1
firebird-base,2.0.2
types-pysftp,0.2.17.20250805
gssapi,1.11.1
datadog-cdk-constructs-v2,3.9.0
pep562,1.1
flake8-helper,0.2.2
github3-py,4.0.1
fief-client,0.20.0
pymammotion,0.6.8
django-widget-tweaks,1.5.1
pyobjc-framework-corehaptics,12.1
jedi-language-server,0.46.0
mbstrdecoder,1.1.4
pybuildkite,1.3.0
scc-firewall-manager-sdk,1.18.198
pythainlp,5.3.2
anyconfig,0.15.1
pint-pandas,0.8.0
kolo,2.42.1
scikit-build,0.19.0
playsound,1.3.0
apache-airflow-providers-sftp,5.7.1
django-cryptography,1.1
pychromecast,14.0.10
praisonaiagents,1.5.82
pillow-jxl-plugin,1.3.7
django-sri,0.8.0
langchain-mcp-adapters,0.2.2
pagerduty,6.2.1
cased-kit,3.5.1
rdkit-pypi,2022.9.5
pycollada,0.9.3
mermaid-builder,0.0.3
openinference-instrumentation-haystack,0.1.30
otxv2,1.5.12
esp-bool-parser,0.2.3
bunch-py3,2.0.0
django-celery-results,2.6.0
trimesh,4.11.4
pypika-tortoise,0.6.5
audio-separator,0.43.1
reflex-hosting-cli,0.1.62
asyncpraw,7.8.1
flake8-async,25.7.1
cdklabs-appsync-utils,0.0.858
delta-sharing,1.4.1
pypinyin,0.55.0
dissect-target,3.25.1
tensorstore,0.1.82
pyobjc-framework-soundanalysis,12.1
commit-check,2.4.3
yesqa,1.5.0
pyobjc-framework-pencilkit,12.1
pyadi-iio,0.0.20
maseya-z3pr,1.0.0rc1
parver,0.5
deepcache,0.1.1
copier,9.14.0
shellcheck-py,0.11.0.1
metricflow,0.209.0
langgraph-checkpoint-sqlite,3.0.3
lazr-restfulclient,0.14.6
pccm,0.4.16
pyobjc-framework-apptrackingtransparency,12.1
mkdocs-plugin-inline-svg,0.1.0
rtfunicode,2.3
pyvim,3.0.3
pyobjc-framework-adservices,12.1
loky,3.5.6
flaky,3.8.1
frozen-flask,1.0.2
fastapi-filter,2.0.1
legacy-cgi,2.6.4
sqlbag,0.1.1617247075
sphinx-substitution-extensions,2026.1.12
crate,2.1.2
rust-pyfunc,0.66.0
pyobjc-framework-kernelmanagement,12.1
mkdocs-click,0.9.0
browserbase,1.7.0
xlib,0.21
libpysal,4.14.1
apache-airflow-providers-telegram,4.9.2
databricks-ai-bridge,0.17.0
pyobjc-framework-usernotificationsui,12.1
pixeloe,0.1.4
ansible-builder,3.1.1
sparqlslurper,0.5.1
pyobjc-framework-mlcompute,12.1
perception,0.8.3
pyuvm,4.0.1
pyobjc-framework-quicklookthumbnailing,12.1
pygdbmi,0.11.0.0
asknews,0.13.32
case-conversion,3.0.2
tplinkrouterc6u,5.17.0
swagger-ui-bundle,1.1.0
bpython,0.26
sktime,0.40.1
owslib,0.35.0
efinance,0.5.8
genie-libs-robot,26.2
django-mathfilters,1.0.0
sftpretty,1.2.1
aleph-alpha-client,11.5.1
django-reversion-compare,0.19.2
pygit2,1.19.1
geode-conversion,6.5.18
pyobjc-framework-metalperformanceshadersgraph,12.1
scraperapi-sdk,1.6.0
pfzy,0.3.4
typepy,1.3.4
raiutils,0.4.2
asciinema,2.4.0
taskiq-fastapi,0.4.0
sarvamai,0.1.27
pyenchant,3.3.0
openjd-model,0.9.0
agent-framework-declarative,1.0.0b260319
autobahn,25.12.2
ccimport,0.4.4
expecttest,0.3.0
pyobjc-framework-iobluetoothui,12.1
simple-crypt,4.1.7
credentials,1.1
pypiserver,2.4.1
gersemi,0.26.1
flametree,0.2.1
lancedb,0.30.1
azure-mgmt-redisenterprise,3.1.0
pandas-vet,2023.8.2
pyobjc-framework-screentime,12.1
pyobjc-framework-datadetection,12.1
sphinx-argparse,0.5.2
dbt-bigquery,1.11.1
scikit-fuzzy,0.5.0
wordsegment,1.3.1
lambdapdk,0.2.10
vastai-sdk,0.5.1
firebird-driver,2.0.2
ansys-api-edb,0.2.2
defusedcsv,3.0.0
pyobjc-framework-localauthenticationembeddedui,12.1
pyobjc-framework-mailkit,12.1
dagster-pandas,0.28.20
doclayout-yolo,0.0.4
peakrdl-cheader,1.0.0
outlines-core,0.2.14
kcidb-io,140
glum,3.2.3
sphinxcontrib-napoleon,0.7
hangul-romanize,0.1.0
peakrdl,1.5.0
esp-idf-size,2.1.0
scitokens,1.9.7
gamma-pytools,3.0.2
ibmcloudant,0.11.5
pinject,0.14.1
django-sequences,3.0
pyaescrypt,6.1.1
safehttpx,0.1.7
libcudf-cu12,26.2.1
setuptools-odoo,3.3.2
lightsim2grid,0.12.2
dhanhq,2.0.2
py-bcrypt,0.4
google-cloud-bigquery-reservation,1.22.0
pyrate-limiter,4.1.0
numpy-stl,3.2.0
sphinx-mdinclude,0.6.2
abstractcp,1.0.0
snakeviz,2.2.2
minilog,2.3.1
ics,0.7.2
mathematics-dataset,1.0.1
torch-summary,1.4.5
akshare,1.18.44
oxylabs,3.0.0
types-geoip2,3.0.0
tablib,3.9.0
djangosaml2,1.12.0
nbval,0.11.0
whoisit,4.0.3
libusbsio,2.2.0
paddlepaddle-gpu,2.6.2
aws-parallelcluster,3.15.0
keep-skill,0.107.2
openinference-semantic-conventions,0.1.28
sqlalchemy-solr,0.2.4.3
sqlite-anyio,0.2.8
nanoid,2.0.0
tcmlib,1.4.1
knnimpute,0.1.0
pydeseq2,0.5.4
google-cloud-webrisk,1.20.0
cdktf-gitlab-runner,0.0.1463
home-assistant-intents,2026.3.3
draccus,0.11.5
pystructurizr,0.1.3
pyreqwest,0.11.6
bm25s,0.3.2.post1
hatchling-autoextras-hook,0.1.3
pystache,0.6.8
dnachisel,3.2.16
llama-cloud,1.6.0
napari,0.7.0
mailchimp3,3.0.21
chameleon,4.6.0
duplocloud-client,0.4.3
igwn-auth-utils,1.4.0
snowflake-ml-python,1.31.0
d6tcollect,1.0.6
prettierfier,1.0.3
alembic-autogenerate-enums,0.1.2
pyobjc-framework-browserenginekit,12.1
aws-cdk-aws-apigatewayv2-integrations-alpha,2.114.1a0
classproperties,0.2.0
bc-detect-secrets,1.5.47
zizmor,1.23.1
schemainspect,3.1.1663587362
tabicl,2.0.3
types-icalendar,6.3.2.20260223
standard-imghdr,3.13.0
django-sortedm2m,4.0.0
datasette,0.65.2
beaker,1.13.0
anywidget,0.9.21
aiomultiprocess,0.9.1
mmsegmentation,1.2.2
pyspark-extension,2.15.0.4.1
cdk-events-notify,2.2.751
arguably,1.3.0
django-session-timeout,0.1.0
photutils,2.3.0
xformers,0.0.35
cvdupdate,1.2.0
colcon-core,0.20.1
numba-cuda,0.29.0
foxglove-sdk,0.21.0
colorspacious,1.1.2
fasttext-wheel,0.9.2
exitstatus,2.7.0
pymiscutils,0.3.14
mbake,1.4.5
pathy,0.13.0
gron,1.4.0
emrvalidator,1.0.2
azureml-dataprep,5.4.3
binpacking,2.0.1
red-discordbot,3.5.24
pytest-subtests,0.15.0
jams,0.3.5
mypy-boto3-athena,1.42.43
emmet-core,0.86.3
pyiotools,0.3.18
google-cloud-bigquery-connection,1.20.0
eerepr,0.1.2
iden,0.4.0
sunpy,7.1.0
zope-testrunner,8.2
urbanairship,7.3.1
skyflow,2.0.0
b2,4.6.0
txaio,25.12.2
pulumiverse-time,0.1.1
mmengine,0.10.7
audioop-lts,0.2.2
autogluon-text,0.6.2
cypher-validator,0.11.1
passagemath-lrslib,10.8.2
mkl-static,2025.3.1
jax-cuda12-plugin,0.9.2
darkgraylib,2.4.1
infi-systray,0.1.12.1
pytest-dotenv,0.5.2
pyobjc-framework-phase,12.1
fastapi-jwt-auth,0.5.0
pytest-reverse,1.9.0
django-deprecate-fields,0.2.3
deadline-cloud-test-fixtures,0.18.10
fastfeedparser,0.5.9
langchain-redis,0.2.5
jupyter-nbextensions-configurator,0.6.4
titiler-core,2.0.0
pysubtypes,0.3.18
mcstatus,13.0.0
presidio-analyzer,2.2.362
clvm-tools-rs,0.4.0
metadata-please,0.2.1
llm-guard,0.3.16
public,2020.12.3
pyjls,0.16.0
qpsolvers,4.11.0
nested-diff,1.10.0
aliyun-python-sdk-core-v3,2.13.33
ggplot,0.11.5
pytest-html-reporter,0.2.9
graspologic,3.4.4
pydantic-numpy,9.0.1
google-cloud-notebooks,1.15.0
maybe-else,0.2.1
silx,2.2.2
jupyter-highlight-selected-word,0.2.0
pathmagic,0.3.14
social-auth-core,4.8.5
bittensor-cli,9.19.0
coolname,4.1.0
lmdeploy,0.12.2
pdfrw2,0.5.0
python-cmr,0.13.0
python-gflags,3.1.2
funasr,1.3.1
mkdocs-with-pdf,0.9.3
openmm,8.5.0
migra,3.0.1663481299
hass-nabucasa,2.2.0
pamqp,3.3.0
pmdarima,2.1.1
pdbeccdutils,1.0.3
pytest-flask-sqlalchemy,1.1.0
aws-cdk-cloud-assembly-schema,53.7.0
cql2,0.5.3
cocotb,2.0.1
svglib,1.6.0
geocif,0.4.256
openmim,0.3.9
visions,0.8.1
requestsexceptions,1.4.0
libdyson-neon,1.6.0
keystone-engine,0.9.2
crochet,2.1.1
pyavd-utils,0.0.3
nbqa,1.9.1
pep8,1.7.1
pyzbar,0.1.9
django-fsm-2,4.2.4
minfraud,3.2.0
datarobot-storage,2.2.0
ipycanvas,0.14.3
django-log-request-id,2.1.2
msgraph-beta-sdk,1.57.0
courlan,1.3.2
ell-ai,0.0.17
grimp,3.14
jsonschema-typed-v2,0.8.0
dbus-fast,4.0.0
types-flask,1.1.6
humanreadable,0.4.1
ast-grep-py,0.42.0
ttach,0.0.3
prometheus-flask-exporter,0.23.2
dictpath,0.1.3
tox-ignore-env-name-mismatch,0.2.0.post2
stream-zip,0.0.84
snuggs,1.4.7
teradatasqlalchemy,20.0.0.9
mjml-python,1.3.7
cuda-tile,1.2.0
sdkit,2.1.0
color-matcher,0.6.0
ome-types,0.6.3
ncclient,0.7.1
pyobjc-framework-threadnetwork,12.1
notifications-python-client,10.0.1
pytest-skip-slow,0.0.5
datahub,0.999.1
pytest-embedded,2.7.0
check-jsonschema,0.37.0
sphinx-togglebutton,0.4.4
reflex,0.8.28.post1
policyengine-us,1.609.0
soundex,1.1.3
latex2sympy2,1.9.1
pdfminer,20191125
jeedomdaemon,1.2.9
jinjasql2,0.1.12
cssbeautifier,1.15.4
curtsies,0.4.3
markdown-include,0.8.1
fastapi-auth0,0.5.0
maplibre,0.3.6
jsons,1.6.3
dagster-gcp,0.28.20
agentscope,1.0.17
jsonata-python,0.6.2
trafilatura,2.0.0
locust-swarm,6.1.1
python-semantic-release,10.5.3
dbt-tests-adapter,1.19.7
extension-helpers,1.4.0
types-aiobotocore-bedrock,3.3.0
stestr,4.2.1
barcodenumber,0.5.0
constantdict,2025.3
gepa,0.1.1
protego,0.6.0
smplx,0.1.28
wasmer,1.1.0
flake8-copyright,0.2.4
rio-stac,0.12.0
deepspeed,0.18.8
pytest-twisted,1.14.3
datafusion,52.3.0
pyomo,6.10.0
lunr,0.8.0
auth0-python,5.1.0
cobble,0.1.4
dask-jobqueue,0.9.0
pyqrcode,1.2.1
cppyy-cling,6.32.8
gecosistema-lite,0.0.918
spotifywebapipython,1.0.266
msprime,1.4.1
python-whois,0.9.6
wadler-lindig,0.1.7
aiobaseclient,0.4.31
ragaai-catalyst,2.2.7
censusgeocode,0.5.3
setfit,1.1.3
odxtools,11.0.6
aiocoap,0.4.17
jax-cuda12-pjrt,0.9.2
zenpy,2.0.57
openinference-instrumentation,0.1.46
imgui,2.0.0
tuna,0.5.11
plotly-resampler,0.11.0
eql,1.0.0
opentelemetry-contrib-instrumentations,0.61b0
drf-excel,2.5.3
firconv,0.0.3
django-jinja,2.11.0
fnmatch2,0.0.8
qase-python-commons,5.0.7
lingua-language-detector,2.2.0
markdown-exec,1.12.1
awsebcli,3.27
bitmap,0.0.7
seekpath,2.2.1
opentelemetry-exporter-zipkin,1.40.0
appium-python-client,5.2.7
lib-detect-testenv,3.0.1
acryl-datahub-airflow-plugin,1.4.0.9
safe-netrc,1.0.1
biplist,1.0.3
types-aiobotocore-stepfunctions,3.3.0
dagster-dg-core,1.12.20
agent-framework-github-copilot,1.0.0b260319
pytoml,0.1.21
formulaic-contrasts,1.0.0
mdformat-mkdocs,5.1.4
hassil,3.5.0
bentoml,1.4.36
pyfarmhash,0.4.0
cursive,0.2.3
hsfs,3.7.9
mammoth,1.12.0
google-oauth2-tool,0.0.3
street-address,0.4.0
mattermostdriver,7.3.2
pybigtools,0.2.5
pyobjc-framework-sensitivecontentanalysis,12.1
logmatic-python,0.1.7
apispec-webframeworks,1.2.0
pytorch-forecasting,1.6.1
pyobjc-framework-symbols,12.1
invenio-rest,3.0.1
dm-tree,0.1.9
tabpfn-common-utils,0.2.18
foxglove-websocket,0.1.4
invenio-base,2.4.0
onfido-python,6.0.0
opentelemetry-instrumentation-boto3sqs,0.61b0
pyinstrument-cext,0.2.4
mermaid-py,0.8.4
aws-cdk-asset-kubectl-v20,2.1.4
juju,3.6.1.3
logtail-python,0.3.4
django-otp-webauthn,0.8.0
sphinx-intl,2.3.2
django-pglock,1.8.0
pyobjc-framework-cinematic,12.1
types-boto3-sqs,1.42.3
freetype-py,2.5.1
basedpyright,1.38.3
django-phonenumber-field,8.4.0
hass-web-proxy-lib,0.0.7
dapr,1.17.3
rush,2021.4.0
aiochclient,2.6.0
elasticsearch5,5.5.6
elastalert2,2.29.0
openfisca-france,175.0.23
typed-ast,1.5.5
cli-exit-tools,1.2.7
dbnd,1.0.34.1
dash-svg,0.0.12
h5netcdf,1.8.1
genie-telemetry,26.2
lmnr-claude-code-proxy,0.1.16
obspy,1.5.0
solara,1.57.3
teamhack-nmap,0.0.4329
duckdb-extension-httpfs,1.5.0
formulaic,1.2.1
tencentcloud-sdk-python-intl-en,3.1.60
django-watchfiles,1.4.0
pyobjc-framework-carbon,12.1
sparqlwrapper,2.0.0
python-socks,2.8.1
azure-mgmt-costmanagement,4.0.1
streamlit-javascript,0.1.5
manifold3d,3.4.0
oslo-cache,4.1.1
tabula,1.0.5
pulpcore-client,3.105.1
can-isotp,2.0.7
azure-communication-rooms,1.2.0
subprocess-tee,0.4.2
aiormq,6.9.4
napari-console,0.1.4
softlayer,6.2.8
ff3,1.0.3
django-redis-cache,3.0.1
xee,0.0.24
flake8-typing-imports,1.17.0
pydrive,1.3.1
sklearndf,2.4.2
codemagic-cli-tools,0.64.0
pipecat-ai-small-webrtc-prebuilt,2.4.0
measurement,3.2.2
hier-config,3.5.1
swebench,4.1.0
types-olefile,0.47.0.20240806
neptune-fetcher,0.23.0
djangorestframework-yaml,2.0.0
types-shapely,2.1.0.20250917
inbq,0.17.2
pytest-datadir,1.8.0
freeze-core,0.6.1
django-multidb-router,0.11
py-memoize,3.1.1
aurora-data-api,0.5.0
sorl-thumbnail,13.0.0
pymem,1.14.0
asteval,1.0.8
pypistats,1.13.0
azure-ai-agentserver-core,1.0.0b17
autosar-data,0.15.0
crhelper,2.0.12
phonetics,1.0.5
starlette-testclient,0.4.1
pyod,2.0.7
pysingleton,0.2.1
fastapi-limiter,0.2.0
gluoncv,0.10.5.post0
mitmproxy-wireguard,0.1.23
pyqrack,1.87.3
pyrevm,0.3.7
cudensitymat-cu12,0.4.0
climage,0.2.2
groovy,0.1.2
arq,0.27.0
flytekit,1.16.15
openvino-telemetry,2025.2.0
accessible-pygments,0.0.5
google-apps-meet,0.3.0
pydocumentdb,2.3.5
databricks-utils,0.0.7
nova-act,3.1.263.0
sphinxcontrib-blockdiag,3.0.0
django-select2,8.4.8
jenkspy,0.4.1
libvirt-python,12.1.0
krb5,0.9.0
mrcfile,1.5.4
cron-schedule-triggers,0.0.11
postgrid-python,2.0.3
tf-estimator-nightly,2.16.0.dev2024012409
lm-format-enforcer,0.11.3
django-role-permissions,3.2.0
dagster-shared,1.12.20
plumbum,1.10.0
passagemath-glucose,10.8.2
leveldb,0.201
whenever,0.9.5
pytest-flake8,1.3.0
sparkdantic,2.8.0
crispy-tailwind,1.0.3
rq-scheduler,0.14.0
scikit-rf,1.11.0
dsgrn,1.9.3
unix-ar,0.2.1
marshmallow-polyfield,5.11
console-ctrl,0.1.0
paypalrestsdk,1.13.3
ntlm-auth,1.5.0
pip-check,3.2.1
exit-codes,1.3.0
cfn-flip,1.3.0
pydot-ng,2.0.0
flet-desktop-light,0.82.2
comfy-cli,1.6.0
